	moduleColor	GS.Subtypes_num	p.GS.Subtypes_num	MM.blue	p.MM.blue	MM.brown	p.MM.brown	MM.grey	p.MM.grey	MM.turquoise	p.MM.turquoise
ZMYND10|51364	turquoise	-0.613771268021284	1.30887566811755e-22	0.431684740310133	1.03041001637696e-10	-0.27494873690168	6.613920694072e-05	0.394448476797968	4.85319199479105e-09	-0.588341027142456	1.75982546743195e-20
KCNK15|60598	turquoise	-0.611837870057148	1.92975565486717e-22	0.446491039171222	1.94497728262188e-11	-0.516940826389088	2.10348126039549e-15	0.24505136669931	0.000398166921800985	-0.459564889944354	4.1674762042775e-12
ACE2|59272	turquoise	0.607747972217165	4.34890259974106e-22	-0.396311646507788	4.04683450714147e-09	0.531792224303208	2.31208485909903e-16	-0.286026537947635	3.21855081962937e-05	0.491996345905249	6.79527337042291e-14
SLC44A4|80736	turquoise	-0.607443993424064	4.61746729261496e-22	0.298299496061712	1.39785371789149e-05	-0.156069661444938	0.0254419917298913	0.363297256507393	8.6088443943535e-08	-0.455050762331551	7.14661158067762e-12
THSD7B|80731	turquoise	-0.573869983411248	2.37407770544005e-19	-0.769026774635563	2.55160026944e-41	0.580457228082889	7.37989054112574e-20	-0.132499472694587	0.0582433240478111	0.775274753460917	2.23834425560863e-42
CST2|1470	turquoise	-0.569783774665304	4.83724061778577e-19	0.505330889011713	1.09825682606891e-14	-0.494290000882221	4.99457830341412e-14	0.289390106585506	2.57067921183458e-05	-0.523548482864364	7.9812433648717e-16
SPARCL1|8404	turquoise	-0.562796759325458	1.59703740024564e-18	-0.778681031911897	5.74485284534782e-43	0.612440977435783	1.71014123319113e-22	-0.112553231294145	0.108104222595388	0.827329190721262	9.57486922423617e-53
COL14A1|7373	turquoise	-0.55439714076533	6.4706217707962e-18	-0.630403871132325	4.14169227678863e-24	0.55307938660695	8.03022731452088e-18	-0.0611633913070917	0.383651707867048	0.695350868377457	6.00843970741677e-31
CAPN13|92291	turquoise	-0.548176746797606	1.77841022127445e-17	0.352719733710062	2.13737651039377e-07	-0.0849478773711092	0.22588713719266	0.347817074074287	3.22190399040527e-07	-0.497543981048011	3.2143062965408e-14
MATN4|8785	turquoise	0.539010082384193	7.59835699451457e-17	-0.416876031728395	5.0467686180906e-10	0.409022428516298	1.13647075612332e-09	-0.238905187187207	0.000561051432740493	0.55387562453625	7.04872763308646e-18
MID1|4281	turquoise	0.531774148658698	2.31846014450041e-16	-0.553183050435631	7.8952390728417e-18	0.747516302291321	6.37997560261677e-38	-0.190286087206296	0.00627912975201972	0.684908312326877	9.96553838686681e-30
EMCN|51705	turquoise	-0.528270581743148	3.94139582349118e-16	-0.802955893572338	1.66910584686465e-47	0.553515260479312	7.47744779911268e-18	-0.107043328751409	0.126599915562126	0.870302262264901	2.33882388596053e-64
RIMS4|140730	turquoise	-0.527759518299595	4.25641297616253e-16	0.35134893565014	2.39894161805651e-07	-0.45789359769852	5.09322872796393e-12	0.197343269050683	0.00456547736829617	-0.351331602376872	2.40243777007743e-07
SCN4B|6330	turquoise	-0.523792837512612	7.69716442086369e-16	-0.860992733377195	1.61924617630102e-61	0.703145890409865	6.81797629862507e-32	-0.116483373770424	0.0962610544398738	0.855749372974846	5.24443050370511e-60
PCDHGB7|56099	turquoise	-0.521006813078582	1.16155933736855e-15	-0.755059128476107	4.50218903269739e-39	0.602655750638427	1.17673164703732e-21	-0.153624217144985	0.0278647338566149	0.791552123838946	2.68507601756457e-45
ATP1A2|477	turquoise	-0.520803912203592	1.19672056428109e-15	-0.864641152601045	1.32258344197018e-62	0.529215492026695	3.41790304108655e-16	-0.238818216061417	0.000563745522625358	0.851910316965943	6.13986739419704e-59
LDB2|9079	turquoise	-0.520344451480145	1.28023201602789e-15	-0.833991744413963	2.53261862986423e-54	0.572725085777917	2.90091181266779e-19	-0.13057596341129	0.0620233210457265	0.92895918946472	1.47118046618945e-89
SLC6A16|28968	turquoise	0.517985371744029	1.80722964138199e-15	-0.592939037311075	7.48983457953816e-21	0.546101108865721	2.48044697468625e-17	-0.192052853346298	0.00580331932205853	0.707025114925709	2.24783090703947e-32
TFF1|7031	turquoise	-0.515093223906754	2.74787241109017e-15	0.238949731689827	0.000559676198860361	-0.0581485044260372	0.407574215385611	0.316223195317499	3.8554951262253e-06	-0.303752715847746	9.53106953944542e-06
OGN|4969	turquoise	-0.514858959830853	2.84224703237937e-15	-0.708208707805079	1.59647090072241e-32	0.545954160784034	2.53934717409535e-17	0.00629856828139191	0.928580271178313	0.786912991613927	1.93849973484398e-44
MOCS1|4337	turquoise	-0.511604760005692	4.53126881866509e-15	-0.810935909758508	3.89543266832641e-49	0.415186139355502	6.02064924575956e-10	-0.188082446987763	0.00692126832650339	0.837831047380735	2.89964847806656e-55
CAPN9|10753	turquoise	-0.510580787015084	5.24218277405966e-15	0.471653684147481	9.45007344084125e-13	-0.330711377172588	1.27840740646375e-06	0.376913526053752	2.5416956531095e-08	-0.598346342753996	2.69482303454187e-21
CCDC85A|114800	turquoise	-0.510131837100572	5.58721282849357e-15	-0.761708292718518	4.01056876336579e-40	0.415900637088871	5.58850477934871e-10	-0.18080468034079	0.00947792012891723	0.838167221020049	2.39200555354575e-55
ARHGEF15|22899	turquoise	-0.509644159211136	5.9871520106208e-15	-0.778869627755533	5.3243890969516e-43	0.431760788436507	1.02183230458259e-10	-0.137885908205587	0.0486574094281276	0.887742528384838	2.53420072517129e-70
LEF1|51176	turquoise	-0.508954582978499	6.60076211630221e-15	0.624075718764568	1.5790090740033e-23	-0.265902658207697	0.000116455497843101	0.211103116166569	0.00237861413587253	-0.672737723645984	2.27588741581733e-28
PGM5|5239	turquoise	-0.508156785096907	7.38752483335991e-15	-0.829340486640552	3.25169971167057e-53	0.606367107787467	5.70654930292785e-22	-0.109774948232311	0.117145940807143	0.883517271023688	8.62600707035737e-69
CDH19|28513	turquoise	0.506672994012247	9.10157768776525e-15	-0.503098474203543	1.4983872690275e-14	0.574911945690982	1.97690344116883e-19	-0.168425999991917	0.0157776659253136	0.549606717004821	1.4122102478613e-17
CHODL|140578	turquoise	0.504155279051873	1.293828279349e-14	-0.455837051742465	6.50950948813244e-12	0.592875966842892	7.57881391940519e-21	-0.284480166660504	3.56551296703402e-05	0.527221914986075	4.61435476815607e-16
SLC14A2|8170	turquoise	-0.503207901938722	1.47582034460451e-14	-0.611303875956542	2.14716862164852e-22	0.239296684127994	0.000549070834115092	0.0474719431997001	0.499091538936525	0.658529266958143	7.30525378855916e-27
CYP2B7P1|1556	turquoise	-0.50263043058972	1.59877270027225e-14	0.184013109395377	0.00826254960284107	-0.300927172264438	1.16342133132557e-05	0.370760650448803	4.44190171724223e-08	-0.317841783165731	3.41780573921233e-06
SCN7A|6332	turquoise	-0.501368175916807	1.90337260463895e-14	-0.629737146274047	4.77577458230401e-24	0.509140961777977	6.42910772899391e-15	-0.101250881407848	0.148586454849757	0.620782085369676	3.13090139155675e-23
TUBA3E|112714	turquoise	-0.500030454574488	2.28796519950909e-14	0.394687100214956	4.74185411380758e-09	-0.328896490527478	1.47261188021993e-06	0.200567602760177	0.00393295130454406	-0.490244802065847	8.58307226852881e-14
PLAC9|219348	turquoise	-0.49967749528644	2.40148462477371e-14	-0.785849235485092	3.02903602312438e-44	0.527433833871041	4.46987297494107e-16	-0.113283745747253	0.105820270009769	0.893460306513755	1.69810480229393e-72
MARCO|8685	turquoise	0.495743387989895	4.1044567571863e-14	-0.358570048773874	1.29783016677783e-07	0.317314826720646	3.55482845541103e-06	-0.174208251899111	0.0124838789965298	0.603288996154657	1.04073335211861e-21
C10orf116|10974	turquoise	-0.494499653428027	4.85542560471616e-14	-0.645655074871974	1.44508105007047e-25	0.206399237180946	0.00298620534680022	0.0281312733427828	0.688865669975694	0.638036408748823	7.90870147254413e-25
FAM162B|221303	turquoise	-0.49370778936248	5.40173555936973e-14	-0.790617265276735	4.01521003452781e-45	0.544640338585368	3.13058763682189e-17	-0.141226225708543	0.0434018403743011	0.867664196120288	1.5692505378133e-63
MAB21L1|4081	turquoise	-0.491962962578632	6.8256756284856e-14	-0.796958110928595	2.51511768400919e-46	0.650897041545745	4.36185207352456e-26	-0.100394197442787	0.152070073238668	0.831527534268406	9.8876294647533e-54
GPIHBP1|338328	turquoise	-0.488495856033314	1.0823134539209e-13	-0.85236504213722	4.60457418951646e-59	0.588663161559838	1.65832443241277e-20	-0.116235896871247	0.0969750495950573	0.900328042345965	2.81204113435307e-75
KCNF1|3754	turquoise	-0.488056516239694	1.14699582500982e-13	0.461320644174404	3.37162590595131e-12	-0.28888899949385	2.65869719348087e-05	0.277121199724459	5.75649083596166e-05	-0.519032436890451	1.5513218018331e-15
LAMA2|3908	turquoise	-0.486432191780572	1.42053348174176e-13	-0.629742036184207	4.77079358729347e-24	0.382598272536969	1.50178930183233e-08	-0.10441463969922	0.13624415590184	0.778571046451362	6.00501636370386e-43
CCL13|6357	turquoise	0.48578011032248	1.54740510347264e-13	-0.356540438101566	1.54481852017304e-07	0.292953801129301	2.01962627916018e-05	-0.145876240314719	0.036884905437497	0.652728078009775	2.85450077554139e-26
C1QTNF7|114905	turquoise	-0.484478368786946	1.83457737737959e-13	-0.724192180903023	1.32103977750926e-34	0.301034517685004	1.15468527313644e-05	-0.0501660939375714	0.475024962854209	0.823090285867193	8.91317551964028e-52
LHFP|10186	turquoise	-0.482116759448145	2.4938307240873e-13	-0.81839749382801	9.8386770795861e-51	0.595368077191198	4.74329756547842e-21	-0.116196667769785	0.0970886143908474	0.930207287989568	2.59580370762912e-90
HRC|3270	turquoise	-0.481182122888643	2.81418334990417e-13	-0.691906321201815	1.53755780180034e-30	0.383189457078732	1.42099671755697e-08	-0.151135272243063	0.0305306548987718	0.731242558241368	1.42952152117973e-35
CACNG4|27092	turquoise	-0.478328061484335	4.06108468295373e-13	0.430442271481717	1.18085449194174e-10	-0.128161159990119	0.0670516707566895	0.228657670707999	0.000974944607877909	-0.503807406405687	1.35795355537265e-14
LRRC46|90506	turquoise	-0.478203190138706	4.12646005705386e-13	0.487242236523655	1.27699464628277e-13	-0.425462119652441	2.02783238696133e-10	0.287041218695739	3.00846014939341e-05	-0.660148933612993	4.96633952399151e-27
SEMA3G|56920	turquoise	-0.474918107353313	6.26658275928126e-13	-0.831466288055825	1.02252002541097e-53	0.503529265383243	1.41144805404515e-14	-0.214145347437231	0.00204792095221574	0.882988621439881	1.32830647009452e-68
HRCT1|646962	turquoise	0.472105284899729	8.93032519283354e-13	-0.489597288882774	9.35396202967587e-14	0.523617862361281	7.89955902379871e-16	-0.266127838608442	0.000114854661128042	0.64323809896122	2.49085435060152e-25
MRAS|22808	turquoise	0.470275465483924	1.12251055021296e-12	-0.726416581193107	6.59911031501959e-35	0.562766266900807	1.60528489867542e-18	-0.299515986741964	1.28424911428772e-05	0.886835578561895	5.46768099569783e-70
C19orf21|126353	turquoise	-0.467629937869586	1.5586586686221e-12	0.603881170722549	9.27584443937218e-22	-0.335525151800274	8.74664564554878e-07	0.257755754452761	0.000190585848186716	-0.666519730456177	1.06319775728113e-27
RUNX1T1|862	turquoise	-0.466183695306666	1.86281203403815e-12	-0.712050103510114	5.19637115430162e-33	0.504760755748018	1.18919897450167e-14	-0.129629989368888	0.0639549325569784	0.81287294536123	1.52301584498581e-49
KRT18|3875	turquoise	-0.465108078709804	2.1257488876233e-12	0.532892675940998	1.95462949571701e-16	-0.104620115063961	0.13547058594451	0.276837208784951	5.86231657780843e-05	-0.671236139998126	3.31365362234666e-28
LRRC70|100130733	turquoise	-0.464404380448965	2.31696274290045e-12	-0.802777578955151	1.81172336220697e-47	0.587745673359822	1.9637069091832e-20	-0.13394935929759	0.0555213874025139	0.852974795311211	3.12574616091856e-59
EBF2|64641	turquoise	-0.463829228835591	2.48558974619138e-12	-0.69513238057449	6.37994245457149e-31	0.301377948115216	1.12715159433872e-05	-0.165800661170211	0.0175082940987713	0.816910978146712	2.07501856872775e-50
GRM4|2914	turquoise	-0.463556314435147	2.56972689629314e-12	0.573211867655448	2.66421271616778e-19	-0.536227149258772	1.17064278923791e-16	0.209698832735556	0.00254704607380775	-0.681441214344099	2.46747448440168e-29
ESRP1|54845	turquoise	0.463110401271886	2.71319787770367e-12	0.598481887547722	2.62599648988625e-21	-0.0453854785170485	0.518162297813598	0.229270863967905	0.000943866966710013	-0.689971749181632	2.59129596661417e-30
CXorf36|79742	turquoise	-0.460435889329011	3.75216894547656e-12	-0.801847520587383	2.77477526730138e-47	0.537519908199948	9.58175232281222e-17	-0.102624780929705	0.14312639952289	0.923258358119781	2.76976217162823e-86
EBF1|1879	turquoise	-0.458641872762337	4.6563547186239e-12	-0.818758708313695	8.19855751746316e-51	0.47211142220069	8.92345720327002e-13	-0.162929770062037	0.0195876818766891	0.948932535706995	1.15135603743409e-103
ECM2|1842	turquoise	-0.457406218914664	5.39895841378428e-12	-0.688263275619584	4.09483081825516e-30	0.302200336398998	1.06372529960164e-05	-0.0922861578391029	0.188151439156194	0.848756844438651	4.39988385102878e-58
LRRN3|54674	turquoise	-0.456558024782555	5.97411777780781e-12	-0.73999253304675	8.19062367118544e-37	0.476288379863352	5.26718303394405e-13	-0.0776311766855486	0.268560670790221	0.842509213150747	1.91293423219966e-56
SLC6A2|6530	turquoise	0.455948755807475	6.42360537057327e-12	-0.640241297669675	4.85957841396607e-25	0.68107622399125	2.71261341372908e-29	-0.28888086069581	2.66014995170085e-05	0.747845259918007	5.69453809578386e-38
FZD4|8322	turquoise	-0.455572823010003	6.71718176766017e-12	-0.756105705830692	3.09285446953005e-39	0.347556300412297	3.29236761775151e-07	-0.0943965723933635	0.178206750649782	0.879152813727693	2.86506645249529e-67
GNG11|2791	turquoise	-0.452306764523895	9.88119070909785e-12	-0.795448897073909	4.90651886548835e-46	0.492850210295905	6.06104771777678e-14	-0.100348452039659	0.152257813494535	0.920020917410596	1.55287818552529e-84
FAM184A|79632	turquoise	0.451676887703945	1.0639761461747e-11	-0.571004767376938	3.91457288542993e-19	0.531529243926119	2.40655189178202e-16	-0.243495356855812	0.000434639642254999	0.583015695038853	4.65431055163872e-20
SRMS|6725	turquoise	-0.450061415874497	1.28533981640109e-11	0.488645081660463	1.0611639182306e-13	-0.330513097860672	1.29837047132851e-06	0.240961483012027	0.000500719390416212	-0.679705859455698	3.86633368988036e-29
TJP3|27134	turquoise	-0.449554823207405	1.36354811582365e-11	0.56364224978851	1.38418824729213e-18	-0.0582848675738344	0.406473505892572	0.280984619256438	4.48403910483766e-05	-0.679732661159822	3.83969868867252e-29
METRN|79006	turquoise	-0.449109522778399	1.43609911471089e-11	0.562103029023108	1.79536504519347e-18	-0.530904555755007	2.6463466050866e-16	0.311442122547497	5.48135786612132e-06	-0.636089746438474	1.21176529843698e-24
NKAIN1|79570	turquoise	-0.448424427707862	1.55510069124394e-11	0.578885785052391	9.77562730620018e-20	-0.475360254405619	5.92544786721534e-13	0.227222933070551	0.00105136893722705	-0.618241003364037	5.28003117826538e-23
PEAR1|375033	turquoise	-0.446221853765414	2.00628735284063e-11	-0.826052860344874	1.88637630430291e-52	0.594865483952311	5.21515517369301e-21	-0.129101442075618	0.0650554861845734	0.909427144151666	2.72530126946585e-79
PPEF1|5475	turquoise	-0.445470971699775	2.18740301095268e-11	0.66640468240531	1.09357640757223e-27	-0.525910613497199	5.61546344618553e-16	0.182875447845223	0.00867666948075578	-0.724868750553089	1.07040032576088e-34
STAC|6769	turquoise	0.444444910671958	2.46077668367924e-11	-0.528046323846543	4.0767149771796e-16	0.702068008915575	9.25061789182223e-32	-0.260518910175432	0.000161549516824567	0.643180809472856	2.52305839697964e-25
MMP28|79148	turquoise	-0.442428198124585	3.09811399518205e-11	-0.695175163441348	6.30545844117362e-31	0.323282456036683	2.26772067020965e-06	-0.110808984557865	0.11371425081925	0.82550602783538	2.51806990721797e-52
TCEAL7|56849	turquoise	-0.437786927799296	5.23376344639891e-11	-0.758998664276801	1.08466142287937e-39	0.774545063813245	2.98611920406758e-42	-0.0208661253987689	0.76649478480117	0.770967134554653	1.20831638807859e-41
SOX6|55553	turquoise	0.437554761711382	5.37173670130519e-11	-0.587450361458663	2.0732649918708e-20	0.490265611982096	8.55935443408792e-14	-0.255711387112073	0.000215126814788286	0.662033447745451	3.16024835112648e-27
PREX2|80243	turquoise	-0.437050507128389	5.68368143167558e-11	-0.727124774646136	5.2831576366967e-35	0.406786576819863	1.42648443562353e-09	-0.136223392940115	0.0514647371795137	0.818050809725227	1.17161379326344e-50
DEFB132|400830	turquoise	-0.436727207130859	5.89286086921411e-11	-0.732957681009061	8.2343409946518e-36	0.35340887368763	2.01643940065426e-07	-0.100622537743713	0.151135574095875	0.799852312253817	6.87208342220741e-47
USHBP1|83878	turquoise	-0.43585104504459	6.49802503568669e-11	-0.827712086018359	7.80392437811989e-53	0.57909522702089	9.41693891534091e-20	-0.176689203831928	0.0112670185507678	0.885770346838183	1.33790065907485e-69
TUBA3D|113457	turquoise	-0.435331622426998	6.88482971574327e-11	0.331265340433374	1.22417476144779e-06	-0.238849396214653	0.000562778288175587	0.286561234299826	3.10617535189815e-05	-0.428587777130267	1.44574334374715e-10
AKAP12|9590	turquoise	-0.434848795230136	7.26436487921027e-11	-0.729140737242214	2.79423845613719e-35	0.393593333819946	5.27329936235988e-09	-0.133644639547064	0.0560845463004351	0.894689642893568	5.57684660030547e-73
DNAH9|1770	turquoise	-0.433937735027012	8.03658509803751e-11	-0.729869781558639	2.21620943104445e-35	0.420804253403717	3.3360419593429e-10	-0.192045591141028	0.00580520718521699	0.795669853334108	4.45079103317836e-46
KCNH1|3756	turquoise	-0.432519801234112	9.39930685729504e-11	0.397102875901051	3.74503464211933e-09	-0.493940788628604	5.2350467222373e-14	0.238694119586401	0.000567610347507029	-0.434441172392575	7.60052623446633e-11
C4orf31|79625	turquoise	-0.429982797197864	1.24171841491344e-10	-0.567894048510645	6.7004399854679e-19	0.315027306742392	4.21260036293969e-06	0.040583052381481	0.563435660386188	0.63034924026521	4.19037339282147e-24
PDE2A|5138	turquoise	-0.429837877981431	1.261538545704e-10	-0.857028473676388	2.2741195114909e-60	0.569216008647419	5.33590624695688e-19	-0.165331536023576	0.0178343521381464	0.945231915816248	1.15613503644667e-100
SLC1A7|6512	turquoise	-0.429775209782077	1.2702042107468e-10	-0.606597197126241	5.45446908017431e-22	0.294794942898749	1.78069318681353e-05	-0.0524838848787076	0.454837104110482	0.770249249828269	1.5946235162337e-41
CD34|947	turquoise	-0.429715595179798	1.27850120410578e-10	-0.771543034026698	9.66526201104545e-42	0.47394252399694	7.08836063585199e-13	-0.12181435221774	0.0818701327771507	0.904913545008476	2.99892951752528e-77
MMRN2|79812	turquoise	-0.429411520802796	1.32164612707225e-10	-0.78388722642945	6.85392591579965e-44	0.499070968986581	2.60952843572942e-14	-0.109020170535322	0.119701403254715	0.903562877010344	1.16973689507637e-76
CHRNA6|8973	turquoise	-0.428843837036171	1.40600476074015e-10	0.65954466714558	5.73700904545216e-27	-0.568559298594968	5.97573997255619e-19	0.288462266168353	2.73588666728741e-05	-0.670829861341509	3.66680333501186e-28
MFSD4|148808	turquoise	0.428058385105348	1.53138498874279e-10	-0.60663124509497	5.41810801347141e-22	0.682356426452413	1.94465615084694e-29	-0.258825192150296	0.000178813810927697	0.612791091504312	1.5941179514997e-22
GALNTL1|57452	turquoise	-0.426295003463828	1.85363406320476e-10	-0.556869282323468	4.30415266383172e-18	0.454953749843272	7.22930089400643e-12	-0.057901026366662	0.409576331967639	0.585171133659507	3.14649006621717e-20
SOX17|64321	turquoise	-0.42480436477958	2.17652098775647e-10	-0.747872930064943	5.64031132300983e-38	0.520584207178196	1.23596736331058e-15	-0.126400481679459	0.0709240377137583	0.832439626452735	5.9878605573358e-54
KANK3|256949	turquoise	-0.424332230559634	2.28971033496019e-10	-0.797106599505114	2.35435527692669e-46	0.560629360469673	2.30012819817258e-18	-0.194200184366854	0.00526862058927804	0.870215754464229	2.49111142839459e-64
EEF1A2|1917	turquoise	-0.423362552161838	2.54035391360876e-10	0.445635553485887	2.14639384295356e-11	-0.29395099612865	1.88669193170311e-05	0.272395846437077	7.77456458897506e-05	-0.595418483626087	4.69835310616773e-21
EPCAM|4072	turquoise	0.422570321236041	2.76468723220144e-10	0.592450912864562	8.20612704960742e-21	-0.0148175188448206	0.832989579588991	0.168458644293399	0.0157571223437332	-0.675556881084588	1.11744968030581e-28
SLIT3|6586	turquoise	-0.421956319744827	2.95164483253273e-10	-0.67128314373136	3.27502302588583e-28	0.431539253860511	1.04701499392387e-10	-0.0730616991289652	0.297838487779507	0.839419357930491	1.16345551311349e-55
RUNDC3B|154661	turquoise	-0.421833834095299	2.99037953142655e-10	-0.766928847260024	5.67872785602023e-41	0.657282726355059	9.81570053668087e-27	-0.18559297498586	0.00771659621852794	0.778682027997209	5.74254825803367e-43
SHE|126669	turquoise	-0.421480423517355	3.10492331282001e-10	-0.79396378776518	9.41850074367725e-46	0.53905664791158	7.54334845332926e-17	-0.138073110894661	0.0483494490428425	0.922632359243484	6.11649499695974e-86
CLDN5|7122	turquoise	-0.42114112880511	3.21888616231375e-10	-0.802264498544703	2.29269810841819e-47	0.599508909059095	2.15767064060744e-21	-0.0902151824875482	0.198299562469487	0.87888698257347	3.5309183482644e-67
F2RL2|2151	turquoise	-0.421128695094834	3.22313849230611e-10	0.445647190221246	2.14352274438625e-11	-0.056749197002782	0.418970827601535	0.179373186183309	0.0100694488450627	-0.441617631288396	3.39715409546501e-11
COX6C|1345	turquoise	-0.420693564052866	3.37543074715814e-10	0.603995643580954	9.07149138296591e-22	-0.681311967379008	2.5516783530306e-29	0.189893165412579	0.00638957182671608	-0.658965348746997	6.58586072479179e-27
PM20D1|148811	turquoise	-0.419544276837721	3.81196852886669e-10	-0.626543973471832	9.40313153281176e-24	0.368115307556541	5.62681132366813e-08	-0.157815799970348	0.0238248202264048	0.724023832075276	1.39190269518439e-34
NDN|4692	turquoise	-0.417882703681862	4.54111075597111e-10	-0.75120035542657	1.76855383214149e-38	0.472700788163186	8.28734986265156e-13	-0.097412725468326	0.164675780246885	0.890510521520706	2.32564122800577e-71
KBTBD12|166348	turquoise	0.41735633910263	4.79905309682279e-10	-0.480025673841224	3.26643235505059e-13	0.588834870268001	1.60659135448069e-20	-0.244341318237721	0.000414443256552982	0.518247457470721	1.73954880502413e-15
KCNA1|3736	turquoise	-0.413019841996687	7.5379868311706e-10	-0.544911985900503	2.99821717165674e-17	0.596190902170948	4.05971190072325e-21	-0.123447390595717	0.0778261215347764	0.631356988334238	3.37657178481641e-24
IGF2BP2|10644	turquoise	0.412427860531663	8.01325250924139e-10	-0.479769489345534	3.37581234244155e-13	0.628297225630101	6.4885059186819e-24	-0.19985201846627	0.00406607928348154	0.636656183649363	1.07061431062735e-24
PTGS2|5743	turquoise	0.411965228314239	8.40474004903836e-10	-0.571864762047539	3.3706760553299e-19	0.636313053189242	1.15405899428445e-24	-0.159137078576814	0.0226606947322222	0.657831126314172	8.62101631189954e-27
PLA2G4A|5321	turquoise	0.41073198292467	9.54095293664848e-10	-0.663357566845173	2.29579499227628e-27	0.629336438482857	5.20180086459936e-24	-0.258286028306992	0.000184661224980273	0.805872155608896	4.31420163464757e-48
MAPK8IP2|23542	turquoise	-0.40688214257624	1.41274205937896e-09	0.529522966742074	3.26271359518314e-16	-0.336917148945704	7.82807787483809e-07	0.194814171328499	0.00512407954707855	-0.64233661644553	3.04788922669722e-25
CLEC3B|7123	turquoise	-0.403623058258803	1.96196269720351e-09	-0.799929551495929	6.63627201861398e-47	0.513117788452615	3.65014094151631e-15	-0.156459682744872	0.0250728232564597	0.896180016447784	1.41917867315428e-73
GPR97|222487	turquoise	0.402914539755694	2.1061768372672e-09	-0.547416774935679	2.00934419099943e-17	0.625711230659323	1.12058741757948e-23	-0.206030217297974	0.00303935950786105	0.688881180176579	3.47155210883592e-30
C2orf71|388939	turquoise	0.402584967151028	2.17670201383884e-09	-0.611510001512079	2.06053402107802e-22	0.625931093707822	1.06993296702444e-23	-0.314396614922882	4.4133858998489e-06	0.658654147262261	7.09169143726012e-27
S1PR1|1901	turquoise	-0.401746255268403	2.36663077380868e-09	-0.768991892936672	2.58594592680758e-41	0.508711538160032	6.83134466810462e-15	-0.161212266702188	0.0209313966446968	0.90220147348468	4.51998062921828e-76
ANGPT4|51378	turquoise	-0.401367564992361	2.45754601877848e-09	-0.819691570949535	5.1095215462016e-51	0.539897224729881	6.61482560320953e-17	-0.195324250057114	0.00500671612912734	0.912726952071754	7.48177475600831e-81
MYRIP|25924	turquoise	-0.400857078255351	2.58546113300468e-09	-0.641233882978705	3.89780369570782e-25	0.357736879496015	1.39424928393026e-07	-0.0516003263005862	0.462475731163692	0.643339448278016	2.43487022759174e-25
CDH23|64072	turquoise	-0.400708052327569	2.62400125603164e-09	-0.643398399884918	2.40287726731167e-25	0.452411050006789	9.76078067646624e-12	-0.0960397934067953	0.170736579249818	0.782129325052246	1.41432964952976e-43
ZG16B|124220	turquoise	-0.399611366811296	2.92520149723814e-09	0.439821820839234	4.16293082867535e-11	-0.0570572737044884	0.416445859214802	0.29233622772299	2.10634170641595e-05	-0.582602819657769	5.01511632747728e-20
PLA2G10|8399	turquoise	-0.399520809954845	2.95151432633942e-09	0.446579358843271	1.92526108745529e-11	-0.3642614059816	7.91097248674927e-08	0.177539853411344	0.0108745460375221	-0.503999878579845	1.32210008342262e-14
RASL11B|65997	turquoise	-0.398982555776661	3.11269797328561e-09	0.558790375207962	3.1280834833295e-18	-0.291373007449187	2.24864616048585e-05	0.254219085211665	0.000234866879122401	-0.618569909387593	4.93600087949492e-23
SMOC1|64093	turquoise	0.3950332540981	4.58471835120882e-09	-0.511318433851722	4.71996920734406e-15	0.537379855744204	9.79232800427908e-17	-0.195867808649013	0.00488430986687598	0.608868142349373	3.4852859984042e-22
PLCXD3|345557	turquoise	-0.394397315709824	4.87738949862546e-09	-0.737846717953949	1.66902425736701e-36	0.517945143710692	1.81784341850921e-15	-0.107148773141544	0.126224358158542	0.834228078449921	2.219877354559e-54
CNTNAP2|26047	turquoise	-0.393586953698196	5.27656196831504e-09	0.561692045217494	1.92404090406218e-18	-0.440345951113189	3.92360940831306e-11	0.197630718497647	0.00450558563923376	-0.577880647003208	1.16922003203333e-19
BTNL9|153579	turquoise	-0.393331809863608	5.40864459493299e-09	-0.870063682193061	2.78294310236366e-64	0.577415004831536	1.2700627252149e-19	-0.239219979607913	0.000551399349822197	0.933426681038845	2.53803784301163e-92
PRR15L|79170	turquoise	-0.392721907354671	5.73744406412666e-09	0.541900413602855	4.82979567496968e-17	-0.0788458012779	0.261120151478512	0.257810446144878	0.000189966688836446	-0.66526227997502	1.44559349065201e-27
FCER1A|2205	turquoise	-0.392013550329285	6.14356632079065e-09	-0.554970975953321	5.88813556899076e-18	0.574649188801951	2.07043871950831e-19	-0.0301640977839005	0.667675070288142	0.629075927716768	5.49858410807846e-24
ADCY4|196883	turquoise	-0.39123647433645	6.6209989265897e-09	-0.798297096415067	1.38361326719573e-46	0.566386591695513	8.67633702939573e-19	-0.163590008735458	0.0190913990289226	0.890372969845649	2.62268220242504e-71
SCN4A|6329	turquoise	-0.390769099092386	6.92519519371649e-09	-0.835251384854227	1.25151455578713e-54	0.481216491786803	2.80172297948124e-13	-0.220374406766938	0.0014977759025813	0.898168424753494	2.21227825698855e-74
LMOD1|25802	turquoise	-0.390183098094417	7.32569918728416e-09	-0.813375189498982	1.19173496781245e-49	0.750711768736302	2.09930629755022e-38	-0.104864144274456	0.134556249059504	0.844163237493237	7.1616348765815e-57
